input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,input_11,input_12
-5.0,5.0,33.0,26.0,11.0,18.0,14.0,92.02256025129697,167.42630660499125,131.62487605685135,80.17484051565368,74.01166266385795
1.0,10.0,15.0,32.0,32.0,9.0,7.0,9.304955570349316,103.23574637494086,22.652877854088537,85.09350187643324,45.2726337114705
10.0,-4.0,7.0,10.0,15.0,25.0,9.0,167.57411686700485,166.21366150342476,90.76977366610939,43.51260306854121,174.36596415337002
0.0,-11.0,26.0,25.0,2.0,21.0,4.0,120.85104925438566,27.992942171226897,73.14075589852918,26.60207619694792,189.01289525968775
-7.0,-3.0,2.0,20.0,18.0,30.0,31.0,107.30538769567882,140.59882207649312,168.17979492609896,16.986679138195203,93.20053091806241
12.0,-3.0,10.0,27.0,8.0,27.0,29.0,98.5988670515487,93.35370396937958,90.08550222086302,51.15233710332241,170.91983224102356
1.0,4.0,17.0,14.0,12.0,25.0,31.0,66.64231846375309,81.549230374257,68.12669523282457,62.0270519215109,167.69565242139655
-15.0,0.0,3.0,14.0,33.0,22.0,16.0,156.42221634037347,69.39926153785785,109.65300800607542,32.71181084953656,63.39266250856426
12.0,-16.0,8.0,22.0,21.0,10.0,29.0,111.43141471813126,40.01002357536845,92.14220741345929,48.08810061994859,142.66771580031843
7.0,1.0,33.0,13.0,21.0,3.0,25.0,169.63594338637532,126.02762383481165,62.80140432414954,132.7697783975951,167.01034011623796
-7.0,-1.0,27.0,16.0,19.0,24.0,16.0,171.28689666333216,11.757588857374346,64.30023580477004,85.26301812679604,120.15888429877704
10.0,11.0,33.0,23.0,10.0,5.0,25.0,131.29870090852444,90.5546963139481,30.220258033123002,192.76865859795356,160.13387481462647
-2.0,0.0,2.0,6.0,24.0,6.0,24.0,101.5866064856071,19.816567824138033,111.63148995334664,49.62346899272851,152.96129804840098
11.0,-9.0,15.0,14.0,25.0,17.0,11.0,109.67410674175481,24.31017940024962,166.7146859762852,52.011830734408406,53.3706089859415
6.0,-5.0,7.0,11.0,12.0,29.0,16.0,10.902977488567856,91.0334643717688,98.01179841054322,70.01211055717205,162.53825489083806
-3.0,-16.0,27.0,3.0,5.0,6.0,5.0,45.69713549508283,76.28056922183144,129.89583399834302,21.885988519215882,33.03519318871113
-14.0,10.0,16.0,7.0,22.0,5.0,27.0,138.52772031905977,155.2784688649977,55.649065599228024,77.21158892079012,5.286307559749637
0.0,-3.0,19.0,15.0,20.0,12.0,15.0,60.466484820922716,183.3972812637269,189.15595777364837,175.42505096880618,62.97526948295964
15.0,0.0,12.0,26.0,25.0,2.0,28.0,150.74877355713465,59.19235905114708,9.833717659992057,143.26782672566046,159.70250084023877
15.0,9.0,5.0,17.0,24.0,26.0,13.0,149.50604911383667,175.75182990167596,98.5817513251082,27.752369882319904,4.5192286177918595
-3.0,1.0,13.0,24.0,4.0,23.0,19.0,87.58319845274191,100.56663915252857,35.54856254065293,5.100632308302355,91.38088071014417
-10.0,3.0,26.0,11.0,28.0,20.0,11.0,121.16805493027447,113.90976657027909,9.068048733789325,95.14996812827938,32.87997101026885
12.0,16.0,5.0,15.0,17.0,18.0,17.0,75.59292757232872,77.11081256874483,199.83560763106703,7.6192967490425145,103.64214337081914
14.0,9.0,6.0,9.0,6.0,27.0,10.0,76.156784480092,37.0657984812544,35.03188811361482,152.18584104920313,104.49390024359356
-8.0,-3.0,10.0,6.0,3.0,17.0,11.0,50.33953241145615,68.92346699662271,190.4844926879566,85.95384382909148,32.205448190723395
7.0,-16.0,3.0,29.0,8.0,9.0,5.0,162.9705287894726,196.04021889834155,43.65772951588611,179.61674157538607,34.537939571050224
11.0,-8.0,25.0,6.0,15.0,18.0,7.0,26.109606316522125,98.555506504283,97.79372552138135,138.240497478623,184.57150925032667
-5.0,-1.0,29.0,11.0,31.0,26.0,2.0,39.83765183197987,162.5931650406526,27.907009324953492,14.592158629091623,22.641997585975382
16.0,8.0,19.0,10.0,5.0,26.0,22.0,101.15589500954667,173.91680968339608,128.6003099121047,87.26814435580692,125.03784349497072
-6.0,-16.0,14.0,21.0,14.0,7.0,4.0,1.9608858260290685,139.85957769199408,154.46358689752066,76.47809636677101,84.66005420613625
5.0,15.0,24.0,12.0,26.0,25.0,12.0,36.518017986443276,103.25858597185493,171.9820506823798,145.1559011234835,187.39536460559
10.0,6.0,2.0,17.0,24.0,27.0,5.0,41.57025895831807,124.25901609470557,10.705936865426136,85.31262235015815,69.31628089600679
-15.0,-2.0,26.0,19.0,12.0,29.0,4.0,86.46147931396304,128.62846467962055,16.81046758534741,98.5646299730214,79.75637922034893
16.0,1.0,7.0,33.0,17.0,20.0,28.0,100.33133204825569,161.3046016979308,39.67100613801038,193.80275622621625,143.10737243675516
14.0,12.0,4.0,12.0,25.0,5.0,31.0,9.985216985265799,68.11036724754365,40.30313310818532,103.62395179510426,12.871306522579795
-3.0,13.0,28.0,25.0,30.0,18.0,8.0,50.44853225642607,99.83370305866714,145.3780362376673,55.733944621942925,29.383266789317886
12.0,3.0,18.0,15.0,14.0,32.0,32.0,72.68284026024175,139.50747076477646,91.84714129140914,107.44643222144694,96.5236370896571
12.0,16.0,23.0,9.0,23.0,19.0,17.0,38.54680667425776,145.99998966655892,41.26758969093929,128.56223740828833,104.31149108821478
13.0,12.0,2.0,29.0,29.0,12.0,19.0,54.46746076041131,58.11301534762441,192.31901086803603,28.788300106749197,136.6686952516831
0.0,16.0,27.0,28.0,25.0,5.0,24.0,166.81475131409985,20.528450840622824,27.8550560396577,10.352034747596651,187.56779875506996
15.0,-9.0,29.0,10.0,11.0,2.0,18.0,99.60824172885741,180.2101532941239,2.0376359659801446,145.3867551430125,9.656860499645358
0.0,9.0,29.0,14.0,26.0,6.0,19.0,156.30803477286733,127.60836172370327,183.70223793989268,117.28327566756063,176.80079385154653
-15.0,-4.0,28.0,2.0,32.0,29.0,16.0,56.373291946089445,52.08740994428409,82.3766466764813,61.97422998761528,166.41549936961212
-11.0,-15.0,33.0,6.0,27.0,30.0,17.0,100.30162431127016,38.281564713502945,57.898907104092025,130.27247033733687,152.9271447987286
-2.0,4.0,28.0,27.0,32.0,11.0,12.0,63.439924761267875,35.348403392241565,38.243917274034885,29.99885540842644,170.02023379149017
7.0,7.0,2.0,22.0,31.0,15.0,5.0,48.41533112478977,36.78336904719335,44.69550063515981,110.98951820329017,188.65925350154967
16.0,-16.0,6.0,15.0,4.0,4.0,24.0,143.5243080422946,10.132475287931708,195.83273824142216,146.4790404358731,129.6870009876457
-10.0,11.0,21.0,2.0,19.0,18.0,26.0,132.75202399356695,185.43717118619105,118.28389125654995,160.96607622407103,116.71744398573847
0.0,-6.0,5.0,9.0,3.0,23.0,19.0,13.381900496070621,37.43572795751751,82.28106245912643,138.12298169864886,37.47922632051575
9.0,-8.0,13.0,29.0,32.0,9.0,28.0,102.4456590548015,92.4283956332711,77.28408874765667,142.14352518416754,39.83591369118275
4.0,9.0,15.0,6.0,20.0,20.0,14.0,63.13716687984694,43.663261187576175,172.8168890688951,18.339258224270893,129.7416528348954
-10.0,8.0,18.0,2.0,5.0,27.0,12.0,63.08997038388506,132.00191908523618,78.13276772545088,108.61760859914251,76.1816078966956
2.0,8.0,9.0,6.0,3.0,30.0,17.0,195.1029742090282,11.271069526954335,86.8167714319691,112.71178577663594,37.22257132838178
13.0,7.0,12.0,5.0,16.0,22.0,30.0,119.52288358635519,50.73766702199472,192.24007607297688,35.13828804566512,142.59483282243878
-9.0,-1.0,27.0,33.0,23.0,28.0,20.0,51.038916060756215,90.60297411905931,97.34496071632417,173.36551512569142,6.263187772455514
0.0,0.0,4.0,8.0,33.0,18.0,3.0,179.72711110532418,101.33651087051867,103.24843580974148,173.42254191884626,102.98157613339698
-13.0,3.0,12.0,6.0,18.0,24.0,27.0,129.04151767013897,90.12995439076776,75.2188268733686,60.17790431782322,54.15566403499801
16.0,2.0,20.0,32.0,23.0,7.0,15.0,128.92777448715862,142.26939538053523,0.35856111802501367,151.1430484855992,100.55749476154622
12.0,-15.0,23.0,4.0,9.0,14.0,19.0,20.201450666797417,117.48388505536272,162.04462867602814,133.89359451691135,144.9964568959427
-8.0,11.0,16.0,7.0,22.0,9.0,17.0,121.3803595148176,37.79218086915985,181.65071051212786,63.10108331444357,189.09423588048776
13.0,-5.0,10.0,2.0,10.0,18.0,2.0,0.13002308433345267,61.91300598441472,32.794757509831186,85.96873590430998,189.86541282809512
6.0,-9.0,32.0,20.0,24.0,18.0,21.0,48.77309788929318,69.69468416511,79.58979068072611,142.12395149916773,58.67103430062548
4.0,4.0,11.0,2.0,33.0,31.0,9.0,148.7826207883565,169.60075647133849,19.40224849890533,186.2504544129465,29.33986428027895
-4.0,11.0,32.0,33.0,27.0,28.0,22.0,15.975485851192595,192.81727954047537,73.65984583304513,0.3866469681654605,150.44717519873402
1.0,-14.0,28.0,14.0,4.0,27.0,13.0,195.27762300190895,173.50988806230475,52.52475776092298,10.877141954317327,137.89611539559442
1.0,13.0,29.0,16.0,20.0,7.0,14.0,81.16568900609407,72.28105511408745,6.163606822037804,153.8027940166255,187.92818008452156
15.0,3.0,11.0,32.0,23.0,27.0,12.0,120.32218520211421,25.059558842635354,93.95405039460545,173.91607769945583,7.017089575861801
-8.0,6.0,12.0,30.0,4.0,14.0,6.0,158.78811878010129,87.43008880375676,66.51736362447633,51.61468025416913,34.04479779974417
-6.0,-4.0,11.0,28.0,28.0,27.0,26.0,64.85399801882905,112.70309580989304,107.30361787824518,58.11280003805417,64.7135155918269
-3.0,-5.0,2.0,29.0,18.0,17.0,15.0,142.346205793447,94.05189057099726,94.30965106467963,134.20258437901816,94.89892354934702
2.0,6.0,12.0,25.0,16.0,21.0,26.0,122.05789131126213,99.40514710583388,81.69230602756666,151.75935624700278,55.84088238896867
-5.0,15.0,7.0,2.0,29.0,25.0,29.0,143.3812831029998,25.23121083358364,60.35369715402528,15.408108430977464,25.046846486786123
12.0,-6.0,33.0,10.0,3.0,26.0,28.0,60.2893047421778,88.70509652595003,96.65026874431047,160.09083337871297,115.1141710235966
-15.0,-16.0,31.0,17.0,12.0,30.0,10.0,22.472956776375618,188.12749998827888,159.81686521299494,141.35123784132318,78.30294584050488
-1.0,1.0,10.0,21.0,31.0,21.0,30.0,157.98291371991823,97.21304779013697,46.86839403020733,93.71094078879206,104.21671319172981
-8.0,-15.0,20.0,18.0,29.0,16.0,4.0,60.74033186389784,105.16232580748093,167.08643644070912,46.807398087631526,133.2551903443324
6.0,-7.0,23.0,21.0,8.0,2.0,18.0,147.85967975817655,163.38413663605405,190.5320493704211,153.83264338205262,55.184724568659036
-1.0,-3.0,31.0,26.0,2.0,9.0,23.0,107.64561248797936,11.898138065436603,82.8707102858715,24.260204579700574,138.96835319538044
-16.0,5.0,5.0,2.0,12.0,11.0,25.0,6.5217226065284795,68.83375269515506,22.37484894062096,158.99871644254736,160.9454126888602
16.0,-12.0,11.0,13.0,33.0,28.0,25.0,194.0925301502708,117.56558713042631,135.96553794332985,175.72131654668593,143.053854859739
15.0,10.0,29.0,28.0,10.0,10.0,30.0,41.056839003716725,151.97591612342987,159.5815408294676,15.819084044701427,122.29251360277829
-10.0,11.0,8.0,16.0,31.0,22.0,13.0,26.06498557070016,39.59521740644363,18.29875826709808,50.67085649505763,65.80753139380174
-15.0,11.0,7.0,31.0,24.0,17.0,2.0,185.7007885815118,47.27564788647758,101.10974524292908,76.39031487600963,91.79069336634662
-6.0,14.0,27.0,23.0,10.0,32.0,15.0,102.87092807602917,39.99577630080324,137.08218911308558,163.29927833115448,174.0102285484751
5.0,-11.0,23.0,33.0,20.0,33.0,7.0,145.08670660427404,130.1895715689565,82.47998582963798,56.20575477069243,144.22944506346622
-13.0,16.0,14.0,17.0,23.0,29.0,33.0,106.56570744384864,166.1565490657751,174.24865590762096,177.11145434319434,174.0881733522209
-11.0,6.0,23.0,14.0,26.0,20.0,9.0,46.51265303873231,137.04668997968622,193.3135278775149,125.13922758732619,142.6921730760403
-11.0,7.0,13.0,17.0,24.0,11.0,29.0,21.41123269036107,109.00953912209721,44.266085939413145,34.85802338820165,128.11478113598284
-10.0,-16.0,4.0,9.0,2.0,12.0,32.0,90.04989803695489,38.45363388161882,93.7916424918587,184.8693044038199,71.36421763043366
12.0,3.0,19.0,16.0,5.0,14.0,4.0,92.36940230769561,51.131616565555206,159.12811706624856,68.70209436697606,11.124813336819205
13.0,16.0,28.0,21.0,22.0,9.0,32.0,172.75286109699073,162.4544056042074,65.05707836754675,88.45116652929602,153.26541713175322
5.0,2.0,29.0,8.0,33.0,27.0,11.0,142.4231716446516,58.52177601196966,166.7771626438269,52.58226380702287,10.776078671279276
1.0,-11.0,7.0,13.0,16.0,4.0,20.0,63.75476589648634,9.521513858734053,127.14146674532465,47.49696000455042,36.28633311193734
-1.0,-16.0,3.0,3.0,33.0,6.0,5.0,185.6995718988489,36.75357287301968,64.44320230450649,124.71232297150938,56.14667807343932
15.0,-11.0,2.0,23.0,5.0,27.0,29.0,127.34178627958683,197.63334191293126,149.74531858249708,43.402070177529865,72.56706459602111
8.0,-8.0,23.0,26.0,16.0,10.0,13.0,118.98110831905002,108.64980055287587,20.915844292012544,48.89519254552339,144.59525133728158
10.0,-12.0,26.0,28.0,6.0,6.0,17.0,165.88847436037057,85.69176457598364,93.89755917451421,153.7236967003806,108.55070188324075
-9.0,3.0,8.0,24.0,24.0,27.0,9.0,74.52379716192456,174.58499700234614,40.91657781193059,27.2860536916953,184.3186109278963
12.0,13.0,31.0,31.0,6.0,2.0,2.0,21.9841544047338,0.5099039892030754,1.4340095971599576,123.58859593697873,36.47042721775389
-9.0,-14.0,16.0,11.0,15.0,12.0,15.0,182.05306287254606,173.45426389365088,188.15512915755244,94.9409676629692,79.07703043042046
-4.0,-9.0,33.0,6.0,11.0,20.0,25.0,67.76961232516273,82.81888881760983,75.49135097198536,56.51126540045537,109.51140329516124
-9.0,6.0,4.0,12.0,23.0,9.0,31.0,30.495153331275237,78.09164578534225,97.50568408010443,20.264228164646745,100.91890390962266
0.0,1.0,6.0,9.0,21.0,11.0,8.0,56.52815297349791,108.76533262228145,143.8102259293134,7.85890245639409,129.5987154681048
10.0,13.0,15.0,21.0,29.0,22.0,16.0,38.67154407190239,60.87566516321452,109.41950755095185,41.684539280976175,70.20212909647894
7.0,15.0,28.0,19.0,31.0,28.0,22.0,151.48763498130842,158.25659154340545,167.7390667156519,46.51676731568457,94.72968013451275
11.0,-12.0,27.0,18.0,27.0,33.0,10.0,57.44215100410421,58.18178422211169,191.88402379046664,63.260327214979164,107.43284205766872
-9.0,-11.0,12.0,22.0,31.0,15.0,3.0,83.84016054192998,171.35028858169255,19.124735498433367,174.0574131985203,136.68100233966695
-8.0,-1.0,27.0,10.0,15.0,32.0,11.0,1.152233653248591,101.04168000415102,101.42498358625296,74.76316598679595,124.92237266244526
9.0,-8.0,14.0,16.0,9.0,28.0,29.0,127.0930402112908,176.8574042946233,133.99275579934124,87.40194830201705,81.24371858292028
1.0,4.0,21.0,11.0,4.0,5.0,17.0,111.76203257288317,44.097519708371614,77.49442636667541,177.5723871630193,139.23805596924313
-3.0,-9.0,32.0,16.0,20.0,22.0,11.0,167.6539594532662,33.79297445942737,104.17115624244929,186.02289142118426,139.64337293100397
16.0,-7.0,24.0,9.0,20.0,26.0,8.0,130.9215327400097,31.506540079860557,168.1323154322123,175.48569099603816,109.84563717842448
7.0,1.0,28.0,11.0,29.0,23.0,16.0,105.6569710996175,175.9844505698539,47.55358596302932,180.2196438566844,79.87143982382486
-16.0,-15.0,21.0,12.0,5.0,28.0,27.0,48.58929353383854,1.020885440399577,155.0738458715048,62.23532286810061,67.67278427299361
0.0,-5.0,21.0,12.0,10.0,2.0,16.0,170.0942271389129,21.29774402998452,185.1645806856348,13.237161716779333,164.49051153985585
-16.0,7.0,14.0,12.0,14.0,2.0,15.0,156.60575271936494,156.88794319524877,173.58585027595103,45.467953551005635,106.30293716729693
11.0,-11.0,2.0,22.0,16.0,15.0,19.0,27.379669782149318,38.62473131840507,45.5631067796231,161.78717966625942,79.18804338642649
-2.0,10.0,15.0,21.0,21.0,32.0,12.0,6.9919371088062565,168.8659594948559,58.86814425063025,81.18729808262692,7.511514859179136
4.0,10.0,14.0,2.0,21.0,24.0,26.0,98.52591722282718,25.605735709915713,35.95496927183839,43.765032297202254,140.85071150842248
12.0,-13.0,12.0,30.0,5.0,21.0,11.0,99.80197046791058,57.69372784039386,102.07049272841031,154.4252834626011,49.44643465823388
16.0,6.0,19.0,14.0,27.0,28.0,30.0,10.454450778057712,60.686412569688144,155.12655505128424,92.91588011405547,50.255407754242356
6.0,0.0,7.0,15.0,30.0,15.0,8.0,134.60263935106008,126.73082603921524,60.243378320547315,177.03379770708355,88.0878299734303
16.0,-6.0,31.0,10.0,11.0,3.0,15.0,157.0915808950746,125.0446766842938,0.6631169539119908,171.9523457430215,22.5997197861902
10.0,-12.0,3.0,3.0,24.0,30.0,29.0,67.06169090966539,130.72209423187363,31.548978125098426,139.88713142453412,41.59422175038443
-7.0,3.0,17.0,4.0,25.0,32.0,19.0,50.5422635433749,188.96672802301615,51.333954505087796,32.75486817889395,121.57235819437737
15.0,-3.0,5.0,28.0,23.0,12.0,27.0,102.10786012979744,55.18481142639742,153.53479332186603,184.3244777364634,7.880917658808073
-5.0,5.0,7.0,4.0,9.0,25.0,10.0,188.51826980248205,191.6267684115068,37.22577316175821,33.496119617287114,18.044108001788416
6.0,15.0,23.0,33.0,12.0,20.0,8.0,181.8239150458053,98.46395025464061,8.05585096013617,41.35172469238748,26.24080751091973
0.0,-14.0,6.0,9.0,22.0,8.0,25.0,111.49408503432498,64.38137632338443,124.20836549445644,149.71535412278,148.64510687399473
-14.0,5.0,24.0,25.0,30.0,26.0,19.0,102.92457232667664,196.05522153792208,63.22920328219082,153.0557142942571,72.43899997616026
9.0,11.0,31.0,30.0,11.0,22.0,12.0,129.34467240159972,99.93838193516883,132.83944534608463,7.996042038195927,28.52109361814925
13.0,13.0,26.0,21.0,33.0,22.0,28.0,177.34802095710634,114.90069395690725,30.561699881396876,137.5389199034476,135.72971617672636
1.0,15.0,32.0,12.0,29.0,22.0,16.0,62.387966890194924,0.34662278477981534,153.80813072872476,144.15396377578992,183.75569534838573
10.0,-6.0,29.0,33.0,14.0,20.0,30.0,27.46103136057716,32.72582950657146,139.40597874607266,154.82450703482863,35.606829576052434
5.0,-1.0,16.0,20.0,26.0,24.0,22.0,66.77448023105283,172.99865371696953,63.45481760894251,165.8957608747983,71.7946156683627
-13.0,8.0,8.0,19.0,9.0,28.0,21.0,108.83815252157912,92.84851089667836,61.52334323870994,189.02300954934626,91.81789801909179
-11.0,4.0,16.0,17.0,15.0,10.0,22.0,170.6871485287235,16.98139886651353,149.97683558741812,152.6037869738812,170.84949297509155
8.0,10.0,26.0,5.0,18.0,23.0,33.0,165.57257719213746,144.57821096397768,35.43263300468793,199.88452333531512,141.71928988731113
-10.0,-16.0,5.0,32.0,2.0,27.0,15.0,136.74966454352227,105.33392686352154,34.80644200923726,13.68287666443624,183.5622685101449
12.0,0.0,3.0,24.0,3.0,5.0,28.0,78.46750721964315,94.53419440375666,167.95298481184867,26.801526065885195,72.17719091525167
-1.0,-11.0,13.0,27.0,7.0,21.0,16.0,198.80971180102344,18.257005727756482,194.19664504912288,16.0642079573186,170.55755990945036
-2.0,11.0,10.0,11.0,13.0,9.0,8.0,55.40453441015851,9.502694515713772,151.3939470265849,117.72867301765264,15.87348451520587
-1.0,6.0,11.0,18.0,21.0,18.0,26.0,194.84579669470554,147.88049992620432,53.50796301124803,50.354884758208925,156.68207218194712
11.0,9.0,13.0,18.0,16.0,3.0,2.0,185.42274818190344,53.59038278416604,73.73737062210495,122.03390876735367,195.09033303586318
3.0,1.0,17.0,20.0,27.0,10.0,23.0,59.91355000204739,139.91134399070313,46.77651876778104,192.2588346991802,140.6953145973889
-10.0,16.0,32.0,30.0,6.0,16.0,13.0,60.10170898398912,8.917359185214547,93.2167040372929,35.56881809804713,104.83674952737793
7.0,-5.0,11.0,31.0,2.0,24.0,18.0,9.232792508642152,54.34225718768428,3.119737597197836,21.878721853215154,91.7681993693358
10.0,16.0,19.0,14.0,30.0,22.0,21.0,147.5137384996857,77.97247789573088,16.13885365286485,36.702897032250426,84.75170952916838
2.0,-13.0,17.0,17.0,26.0,26.0,15.0,51.51654127695793,57.078548524525694,99.38621575621237,137.63052375569865,107.78451356750416
11.0,1.0,32.0,6.0,11.0,3.0,13.0,38.03716575521916,72.15904828380229,32.567573804144835,47.40894013983492,66.92296372368438
1.0,2.0,4.0,23.0,14.0,10.0,28.0,154.37074589976075,172.08682610946846,11.684532823031436,91.55725069191911,86.77565934325521
12.0,-8.0,11.0,9.0,16.0,12.0,19.0,83.43362627185316,132.58266545438357,41.24372347384349,12.109716772365031,190.40352079064783
-12.0,4.0,27.0,4.0,8.0,29.0,25.0,44.51084365940841,30.97673411759898,2.352764635990967,137.83477714026992,62.48773350180981
7.0,0.0,18.0,26.0,28.0,17.0,33.0,139.60010429278512,38.088982729828835,170.62879605186498,33.20886730122747,124.67357857100029
15.0,7.0,15.0,8.0,7.0,24.0,21.0,107.95860726916725,6.551380984923538,140.5130777299852,150.459273416939,146.82777340367
-15.0,11.0,29.0,26.0,10.0,14.0,20.0,7.653193298612071,20.662611042845235,123.2405576288185,164.99670128513208,114.15242012569722
-12.0,8.0,24.0,33.0,2.0,28.0,25.0,188.74212960501052,166.31471096709166,14.405741282200712,4.27147310666165,194.66350450473672
-2.0,0.0,14.0,7.0,27.0,12.0,19.0,111.18112699016778,40.92935969188603,118.66892107738272,186.02397577283656,10.165153272531867
4.0,-7.0,12.0,32.0,2.0,22.0,16.0,60.291034704016,49.16311621913341,12.911236034417994,62.518297072959996,80.33562976040973
-12.0,10.0,30.0,33.0,2.0,22.0,29.0,194.8717420168848,157.69859157843297,120.76649027930335,10.605872995596432,174.08020513920823
-1.0,3.0,6.0,13.0,4.0,5.0,32.0,46.34993153727447,139.35088408760654,193.08133414423637,86.49696128475534,180.54699813796503
11.0,12.0,16.0,23.0,23.0,5.0,20.0,35.79478281486439,137.3712266157506,68.82164520732945,117.3238018663547,13.441782663760282
8.0,-16.0,19.0,23.0,31.0,4.0,7.0,161.9875753631651,6.847268369014503,130.55412372244223,45.54908936161346,3.392476862143412
7.0,-1.0,26.0,11.0,24.0,26.0,20.0,110.79552541696245,117.77629545115384,113.8072425244618,64.23226173971987,107.59058362269633
15.0,-13.0,10.0,13.0,32.0,15.0,31.0,135.21610221756373,113.03489745119724,84.91583375405902,180.68127663728097,168.6908619094752
-1.0,10.0,11.0,27.0,10.0,32.0,14.0,130.47736476224213,145.31955027872795,164.30698804893458,127.79361534988381,199.71317753108872
1.0,-10.0,28.0,5.0,15.0,31.0,21.0,188.49437991004027,97.76410550132564,69.69656173564798,75.88486891050658,126.38229769669694
1.0,15.0,13.0,24.0,19.0,8.0,17.0,184.89153439235932,163.12777170895268,129.66687531933664,199.78517188593338,175.7099644323726
6.0,6.0,14.0,17.0,17.0,4.0,15.0,49.35046543674888,0.9991859796623315,17.071278232276743,54.25577623421436,53.026179844443156
-16.0,9.0,20.0,15.0,23.0,20.0,22.0,66.1016029881865,140.352955272913,157.3037811103876,169.2925475481456,105.59729149390147
11.0,16.0,23.0,11.0,31.0,14.0,28.0,41.17300166887943,131.01338212215953,196.64169844767335,185.33795789475437,175.52985120481952
12.0,-3.0,16.0,17.0,2.0,30.0,24.0,43.81480360527172,127.86808689693498,177.45708087036934,119.07782288981785,179.8119490939483
16.0,-8.0,11.0,32.0,25.0,29.0,20.0,197.92466091883463,99.51990467211202,113.00408667433925,125.00054028791301,32.74368582115728
-16.0,-13.0,11.0,3.0,10.0,5.0,3.0,88.78651080838414,33.71603010176767,89.85068264652405,20.021104217940767,114.23455240028034
3.0,3.0,24.0,5.0,12.0,18.0,21.0,48.5719121096629,69.62233124434019,93.35306340490952,148.64947534614726,69.1295269479934
-2.0,2.0,29.0,33.0,29.0,19.0,29.0,8.025050566331537,50.608256162864464,191.0570815702635,60.524849034932224,164.32043624773772
2.0,-14.0,13.0,21.0,6.0,10.0,22.0,121.33158032429179,33.475654628924566,110.66446396987058,110.36661334852514,111.97527855732403
6.0,-7.0,27.0,5.0,5.0,9.0,18.0,163.08223154700033,145.30400198907427,122.19326915652877,3.783219639506896,63.28032861223094
0.0,-3.0,16.0,21.0,9.0,18.0,32.0,142.7710641178939,81.02945438490217,190.30514101073933,153.2315543170393,94.67069484684474
2.0,-11.0,6.0,26.0,25.0,31.0,30.0,160.5203265870253,5.078794035430101,64.05414750278157,192.50286055405172,96.19564636730837
16.0,-15.0,25.0,4.0,25.0,15.0,13.0,90.73170791573892,100.2224070887491,174.03050831796952,29.591500817855177,81.5484811223946
-4.0,1.0,3.0,4.0,21.0,25.0,5.0,194.330834381154,199.92398199782454,81.10986868313574,98.36288511335837,127.93125158279277
-5.0,-7.0,21.0,15.0,10.0,22.0,4.0,168.15269443212,5.267357841193676,135.35643095788606,22.5085947775427,60.18463866654407
-6.0,-1.0,25.0,20.0,19.0,18.0,29.0,69.42629569223753,88.95545715342045,135.19775764614135,31.660054761166446,107.54163422160828
12.0,-15.0,25.0,33.0,17.0,3.0,32.0,131.77852566491953,165.28685095463774,136.67107145128705,22.53998087711866,77.00431826711586
-1.0,3.0,5.0,13.0,29.0,27.0,4.0,197.62761043205268,57.42439448395831,38.50429582215862,65.00904560206517,65.06306140662225
-13.0,2.0,31.0,33.0,17.0,18.0,22.0,90.7245402639333,45.43211692372226,158.2648423766605,3.9069815992510026,63.405786062965944
-11.0,8.0,10.0,24.0,9.0,20.0,2.0,184.7938300812284,181.11613381403163,107.59729332591903,14.793273501719217,10.857861909952193
-1.0,-13.0,15.0,6.0,32.0,7.0,28.0,172.6306467166723,64.80549680499384,0.5177747932114007,22.926528152496516,112.38390632437742
10.0,-9.0,11.0,29.0,29.0,13.0,21.0,152.76547641941303,107.55912048348655,0.07463975253982902,5.042628127559956,195.4506252985482
1.0,9.0,14.0,27.0,12.0,16.0,18.0,162.517363308117,191.00554285261077,8.814707014083556,37.54961687962479,85.82776262016839
1.0,10.0,2.0,11.0,10.0,11.0,6.0,148.01449828550275,65.65459508257403,149.1224516664677,128.50523232986052,76.07426912174395
-16.0,-7.0,3.0,5.0,19.0,23.0,18.0,36.762566920424874,111.06710816076861,47.98949296571191,117.54960801923909,196.39875593574723
-4.0,-9.0,17.0,22.0,12.0,24.0,19.0,127.6468508899594,130.6388671429298,26.642610002652756,145.08107167145,14.011141455681496
-5.0,-7.0,10.0,12.0,22.0,6.0,25.0,95.23657580090625,16.897996669865666,111.86665622772772,15.091833570724656,119.78854512441795
-14.0,-2.0,8.0,10.0,23.0,25.0,24.0,82.76984813729595,106.11911950560614,176.84161170901356,156.45239378650388,162.21418181279316
-2.0,10.0,9.0,27.0,21.0,20.0,19.0,70.81315831918641,145.26877519578895,178.9505253773378,186.39620835283642,159.49245387622238
2.0,-3.0,6.0,29.0,3.0,8.0,2.0,196.1382382820042,121.2683272973309,155.17395887298434,41.85595813357534,136.00276043810845
-2.0,-8.0,23.0,4.0,23.0,2.0,31.0,191.83391895431689,41.95489224618927,103.61793097812864,129.3448323734477,144.7904004257184
5.0,3.0,11.0,15.0,8.0,2.0,26.0,163.95399435909192,91.75938972230948,96.90692188504775,170.40090241660772,114.88657277708656
-2.0,-2.0,10.0,32.0,30.0,6.0,3.0,8.43351522116551,85.69944900518993,34.36411222441562,88.01684380540738,102.5071435909727
9.0,5.0,12.0,10.0,16.0,28.0,6.0,67.7400228756353,80.87013734244988,94.39445691390884,160.28947397715694,184.26068237993834
